image,xmin_inside_plate,xmin_outside_plate,ymin_inside_plate,ymin_outside_plate,xmax_inside_plate,xmax_outside_plate,ymax_inside_plate,ymax_outside_plate
11081546900.png,0.4561128526645768,0.6818181818181818,0.16614420062695923,0.14968652037617555,0.65282131661442,0.9153605015673981,0.36990595611285265,0.39184952978056425
108303776800.png,0.6003134796238244,0.029780564263322883,0.4349529780564263,0.384012539184953,0.7594043887147335,0.20376175548589337,0.5532915360501567,0.5242946708463948
35595751400.png,0.6089341692789968,0.10109717868338558,0.304858934169279,0.1716300940438871,0.8268025078369905,0.3291536050156739,0.5572100313479623,0.44278996865203757
58709422900.png,0.5054858934169278,NA,0.018025078369905953,NA,0.7507836990595611,NA,0.2962382445141065,NA
90680824000.png,0.26645768025078365,0.8079937304075234,0.45768025078369906,0.2813479623824451,0.4373040752351097,0.9811912225705329,0.6606583072100313,0.5227272727272727
55675375200.png,0.6269592476489028,0.06347962382445141,0.2782131661442006,0.18025078369905956,0.7695924764890282,0.20454545454545453,0.390282131661442,0.3126959247648903
71203547500.png,0.5846394984326018,0.029780564263322883,0.5901253918495297,0.5235109717868338,0.8652037617554859,0.33150470219435735,0.9106583072100313,0.8746081504702194
83101962400.png,0.5885579937304075,0.09012539184952978,0.5760188087774294,0.5768025078369905,0.8746081504702194,0.4020376175548589,0.8832288401253917,0.9380877742946707
25835192800.png,0.1865203761755486,0.7789968652037617,0.4239811912225705,0.4780564263322884,0.3401253918495298,0.9412225705329152,0.5525078369905956,0.622257053291536
52565971300.png,0.43965517241379304,0.16692789968652036,0.6614420062695925,0.5932601880877743,0.6622257053291536,0.42711598746081497,0.8887147335423197,0.8667711598746081
94128703900.png,0.1684952978056426,0.7108150470219436,0.08072100313479622,0.10971786833855798,0.3526645768025078,0.8996865203761755,0.2061128526645768,0.2601880877742947
108254987600.png,0.573667711598746,0.02351097178683385,0.4952978056426332,0.40673981191222564,0.750783699059561,0.17868338557993727,0.6112852664576802,0.5438871473354231
9773043000.png,0.6324451410658307,0.11363636363636363,0.4905956112852664,0.579153605015674,0.7836990595611285,0.2695924764890282,0.6967084639498432,0.8032915360501567
61182164100.png,0.4631661442006269,NA,0.5744514106583072,NA,0.7288401253918494,NA,0.8652037617554859,NA
56678716900.png,0.6700626959247649,0.007836990595611285,0.5877742946708463,0.5619122257053292,0.9623824451410657,0.32601880877742945,0.9326018808777429,0.9349529780564262
79043588500.png,0.6057993730407522,0.13949843260188088,0.3103448275862069,0.18260188087774296,0.7429467084639498,0.2821316614420063,0.40987460815047017,0.3032915360501568
59992809100.png,0.4349529780564263,0.0940438871473354,0.42476489028213166,0.38949843260188083,0.6802507836990596,0.37068965517241376,0.6841692789968653,0.6904388714733541
11088012600.png,0.3957680250783699,NA,0.07053291536050156,NA,0.5971786833855799,NA,0.2742946708463949,NA
12253951300.png,0.43652037617554856,0.08620689655172413,0.07366771159874606,0.054075235109717866,0.6183385579937304,0.2844827586206896,0.2750783699059561,0.2782131661442006
100242802400.png,0.18338557993730403,0.7014106583072099,0.46473354231974917,0.5141065830721002,0.40517241379310337,0.9357366771159873,0.7272727272727273,0.8072100313479623
115783959700.png,0.34717868338557994,0.7985893416927898,0.6904388714733541,0.6003134796238244,0.4819749216300941,0.9420062695924764,0.8667711598746081,0.8017241379310344
50464471500.png,0.17789968652037613,0.9083072100313478,0.609717868338558,0.6575235109717867,0.3032915360501567,0.9851097178683385,0.7233542319749215,0.8025078369905956
72586699500.png,0.17868338557993727,NA,0.6551724137931033,NA,0.4255485893416927,NA,0.9498432601880877,NA
26635251300.png,0.5164576802507836,NA,0.7468652037617555,NA,0.6465517241379309,NA,0.9498432601880877,NA
49999246400.png,0.713949843260188,NA,0.12225705329153604,NA,0.8620689655172413,NA,0.30564263322884005,NA
21304254000.png,0.6073667711598746,0.2186520376175548,0.3761755485893416,0.3652037617554859,0.8338557993730408,0.45768025078369906,0.6136363636363635,0.6387147335423197
7069507100.png,0.11520376175548588,NA,0.6261755485893417,NA,0.39890282131661436,NA,0.970219435736677,NA
108287594200.png,0.13714733542319751,0.7915360501567398,0.3189655172413793,0.11128526645768025,0.33542319749216293,0.994514106583072,0.4600313479623824,0.2978056426332288
76531968000.png,0.7695924764890282,NA,0.06818181818181818,NA,0.9161442006269592,NA,0.2907523510971787,NA
30543010300.png,0.700626959247649,NA,0.18025078369905956,NA,0.9075235109717867,NA,0.4349529780564263,NA
88394852800.png,0.6081504702194357,0.16927899686520373,0.38087774294670845,0.4153605015673981,0.8056426332288401,0.390282131661442,0.5995297805642633,0.6716300940438871
84373485300.png,0.6841692789968653,0.0023510971786833857,0.26332288401253917,0.15909090909090906,0.9717868338557993,0.1677115987460815,0.6136363636363635,0.5619122257053292
65324241200.png,0.1434169278996865,NA,0.5211598746081504,NA,0.43573667711598746,NA,0.8526645768025076,NA
11094495100.png,0.3181818181818182,0.6034482758620688,0.30407523510971785,0.24451410658307207,0.5415360501567398,0.8495297805642631,0.5391849529780564,0.5094043887147335
97554644300.png,0.6112852664576802,0.2186520376175548,0.7742946708463948,0.7931034482758619,0.7774294670846393,0.41771159874608144,0.9631661442006269,0.9984326018808776
68977914000.png,0.4929467084639498,0.1128526645768025,0.45297805642633227,0.4216300940438871,0.7092476489028212,0.35423197492163006,0.6794670846394983,0.6904388714733541
80266415800.png,0.13401253918495296,NA,0.43652037617554856,NA,0.34404388714733536,NA,0.7210031347962382,NA
32573708700.png,0.47570532915360497,0.1457680250783699,0.5462382445141065,0.3981191222570532,0.7288401253918495,0.42554858934169276,0.7931034482758621,0.6935736677115987
35579558400.png,0.5948275862068965,0.1700626959247649,0.6065830721003134,0.6543887147335422,0.775078369905956,0.3565830721003135,0.8150470219435735,0.878526645768025
71221896700.png,0.5242946708463948,NA,0.6630094043887147,NA,0.8173981191222569,NA,0.9952978056426331,NA
20279554700.png,0.6073667711598746,0.23275862068965517,0.44200626959247646,0.5039184952978056,0.8260188087774294,0.4670846394984325,0.6739811912225704,0.7484326018808777
21317909700.png,0.6144200626959246,0.21630094043887146,0.3393416927899686,0.3495297805642633,0.8291536050156739,0.4623824451410658,0.5721003134796238,0.6261755485893417
68072501700.png,0.20924764890282127,0.6880877742946707,0.2421630094043887,0.14811912225705326,0.390282131661442,0.8926332288401252,0.36598746081504696,0.28996865203761757
41736573500.png,0.5556426332288401,0.2280564263322884,0.10266457680250783,0.027429467084639496,0.7688087774294671,0.4694357366771159,0.3283699059561128,0.2915360501567398
16122796100.png,0.561128526645768,NA,0.2641065830721003,NA,0.7210031347962382,NA,0.47844827586206895,NA
64297317400.png,0.18338557993730403,NA,0.4631661442006269,NA,0.3824451410658306,NA,0.6206896551724138,NA
35586376200.png,0.20454545454545453,0.6418495297805642,0.41457680250783696,0.5164576802507835,0.4059561128526645,0.855015673981191,0.6442006269592476,0.7492163009404386
97557957100.png,0.13009404388714735,0.7288401253918495,0.311128526645768,0.19984326018808776,0.3871473354231974,0.9804075235109718,0.592476489028213,0.5227272727272727
30528756900.png,0.3158307210031348,NA,0.05799373040752351,NA,0.4568965517241379,NA,0.2531347962382445,NA
106246320900.png,0.16536050156739812,NA,0.12460815047021943,NA,0.3244514106583072,NA,0.32523510971786834,NA
14982419100.png,0.26489028213166144,0.5877742946708463,0.2006269592476489,0.1731974921630094,0.49686520376175547,0.8503134796238244,0.45454545454545453,0.45846394984326017
40663942200.png,0.5235109717868338,0.19435736677115983,0.390282131661442,0.335423197492163,0.7280564263322883,0.4302507836990595,0.6089341692789968,0.5916927899686519
35592656000.png,0.5862068965517241,0.12304075235109717,0.2907523510971787,0.36990595611285265,0.799373040752351,0.3456112852664577,0.5297805642633228,0.6277429467084639
14985440400.png,0.11206896551724135,NA,0.13949843260188088,NA,0.45376175548589337,NA,0.5023510971786835,NA
37639687400.png,0.2550940438871473,0.6853448275862069,0.6849529780564262,0.670846394984326,0.4894200626959247,0.9384796238244513,0.9420062695924764,0.9694357366771159
25843445400.png,0.7449059561128526,0.25117554858934166,0.18338557993730403,0.2170846394984326,0.8977272727272727,0.39537617554858934,0.3409090909090909,0.3346394984326019
27728944500.png,0.6085423197492162,0.19553291536050155,0.5313479623824452,0.5242946708463948,0.8922413793103448,0.442398119122257,0.8471786833855799,0.7844827586206896
11063459000.png,0.3561912225705329,NA,0.03683385579937304,NA,0.5591692789968653,NA,0.25783699059561127,NA
84383336600.png,0.6626175548589341,NA,0.46394984326018807,NA,0.9329937304075234,NA,0.7844827586206896,NA
39876160100.png,0.2880094043887147,NA,0.054075235109717866,NA,0.4204545454545454,NA,0.2735109717868338,NA
76527814800.png,0.17985893416927898,NA,0.7531347962382444,NA,0.29506269592476486,NA,0.9749216300940436,NA
84377041500.png,0.6265673981191222,0.07249216300940439,0.38949843260188083,0.549373040752351,0.8428683385579936,0.30525078369905956,0.6379310344827586,0.835423197492163
19257700400.png,0.6249999999999999,0.6249999999999999,0.6442006269592475,0.6442006269592475,0.8679467084639498,0.8679467084639498,0.9083072100313478,0.9083072100313478
32584020700.png,0.5364420062695925,0.16810344827586207,0.5297805642633229,0.48589341692789967,0.8013322884012538,0.46277429467084635,0.8040752351097178,0.8056426332288401
81166554700.png,0.22531347962382442,0.7347178683385579,0.28056426332288403,0.304858934169279,0.411833855799373,0.9165360501567397,0.5078369905956112,0.5556426332288401
111516015100.png,0.5372257053291536,0.03644200626959247,0.3589341692789968,0.33150470219435735,0.7268808777429467,0.240987460815047,0.5909090909090908,0.5909090909090909
102938812500.png,0.20336990595611282,NA,0.47884012539184945,NA,0.40399686520376166,NA,0.7233542319749214,NA
95411941000.png,0.056818181818181816,NA,0.6771159874608149,NA,0.30681818181818177,NA,0.9905956112852664,NA
86283333200.png,0.5474137931034483,0.21042319749216298,0.2993730407523511,0.3628526645768025,0.7347178683385579,0.4071316614420062,0.5039184952978056,0.5815047021943573
48803092400.png,0.5387931034482758,0.17280564263322884,0.3401253918495298,0.24059561128526644,0.7206112852664576,0.3781347962382445,0.5391849529780564,0.4686520376175548
99183983800.png,0.20023510971786831,NA,0.012539184952978056,NA,0.4314263322884012,NA,0.2735109717868338,NA
8652496300.png,0.4964733542319749,NA,0.762539184952978,NA,0.7057210031347962,NA,0.9796238244514105,NA
8658306400.png,0.26724137931034475,0.5239028213166144,0.3401253918495297,0.43103448275862066,0.48706896551724127,0.7825235109717867,0.5642633228840124,0.6920062695924764
93617267200.png,0.18534482758620688,0.4964733542319749,0.4561128526645768,0.3871473354231974,0.46042319749216304,0.7997648902821316,0.6175548589341692,0.5673981191222569
95408532300.png,0.637539184952978,NA,0.09717868338557992,NA,0.7848746081504702,NA,0.2907523510971787,NA
8663718900.png,0.5144984326018809,0.14380877742946704,0.5141065830721002,0.5039184952978056,0.759796238244514,0.4353448275862069,0.7727272727272726,0.8103448275862067
116891830900.png,0.18534482758620688,0.5944357366771159,0.12068965517241378,0.025078369905956112,0.39851097178683387,0.8193573667711598,0.3620689655172414,0.2954545454545454
75345463400.png,0.020768025078369903,NA,0.5916927899686519,NA,0.2880094043887147,NA,0.7978056426332287,NA
19226479300.png,0.29427899686520376,0.6547805642633228,0.2311912225705329,0.27507836990595613,0.5317398119122256,0.9235893416927898,0.48981191222570525,0.5705329153605015
83283058800.png,0.24568965517241376,0.7872257053291536,0.615987460815047,0.6575235109717867,0.36481191222570525,0.880485893416928,0.7727272727272726,0.8667711598746081
46980712400.png,0.30603448275862066,0.5466300940438871,0.15360501567398116,0.12774294670846395,0.5301724137931033,0.8021159874608149,0.390282131661442,0.39890282131661436
7510638900.png,0.7433385579937304,0.07327586206896551,0.506269592476489,0.5282131661442006,0.887539184952978,0.186128526645768,0.6277429467084639,0.6841692789968653
55652198000.png,0.7045454545454545,NA,0.5987460815047021,NA,0.9768808777429465,NA,0.7985893416927897,NA
27741400200.png,0.6022727272727273,0.2245297805642633,0.1920062695924765,0.33307210031347956,0.9134012539184952,0.49098746081504696,0.5336990595611285,0.6097178683385579
51473633500.png,0.5670062695924765,0.1532131661442006,0.6465517241379309,0.5485893416927901,0.7112068965517242,0.3028996865203761,0.8252351097178683,0.7288401253918495
42664648100.png,0.40791536050156735,NA,0.08699059561128525,NA,0.6249999999999999,NA,0.3095611285266458,NA
1365367500.png,0.7002351097178682,NA,0.46473354231974917,NA,0.9204545454545453,NA,0.7688087774294671,NA
92982189400.png,0.11873040752351097,NA,0.0493730407523511,NA,0.3593260188087774,NA,0.35188087774294663,NA
30532192400.png,0.2746865203761755,0.8068181818181818,0.7194357366771159,0.6394984326018809,0.4329937304075235,0.9682601880877743,0.9192789968652036,0.8761755485893417
84365474300.png,0.5999216300940439,0.08816614420062695,0.5156739811912225,0.5336990595611285,0.7605799373040751,0.2550940438871473,0.7241379310344828,0.768808777429467
25820580800.png,0.18691222570532914,0.7833072100313478,0.43103448275862066,0.4490595611285266,0.34208463949843254,0.9416144200626958,0.5572100313479623,0.5948275862068965
98187957100.png,0.6038401253918495,0.17280564263322884,0.2225705329153605,0.018808777429467086,0.7605799373040751,0.3593260188087774,0.39184952978056425,0.28056426332288403
79050978200.png,0.2644984326018809,0.8138714733542318,0.46551724137931033,0.3338557993730407,0.42358934169278994,0.9784482758620688,0.5807210031347962,0.4733542319749216
102947150500.png,0.11324451410658307,NA,0.597962382445141,NA,0.34678683385579934,NA,0.9075235109717867,NA
116885430700.png,0.13597178683385577,NA,0.6912225705329154,NA,0.34208463949843254,NA,0.9200626959247649,NA
3305259300.png,0.18691222570532914,NA,0.5384012539184952,NA,0.38675548589341685,NA,0.6786833855799372,NA
7084671600.png,0.32954545454545453,0.728448275862069,0.08228840125391848,0.0713166144200627,0.5113636363636364,0.9235893416927901,0.29545454545454547,0.3087774294670846
7075603700.png,0.11089341692789968,NA,0.317398119122257,NA,0.40242946708463945,NA,0.6481191222570533,NA
79011122700.png,0.20023510971786831,0.7402037617554859,0.549373040752351,0.6128526645768024,0.3538401253918495,0.9047805642633228,0.6661442006269592,0.7547021943573666
39879048000.png,0.6022727272727273,0.11559561128526645,0.43103448275862066,0.47021943573667707,0.8311128526645768,0.356974921630094,0.6865203761755485,0.7421630094043886
7489331300.png,0.1445924764890282,0.8867554858934169,0.3369905956112852,0.34874608150470215,0.2746865203761755,0.972962382445141,0.45768025078369895,0.49921630094043884
87323419700.png,0.12735109717868337,NA,0.5485893416927901,NA,0.44710031347962376,NA,0.9075235109717867,NA
112461952500.png,0.5121473354231975,NA,0.013322884012539182,NA,0.7958463949843259,NA,0.31661442006269586,NA
89505536200.png,0.621081504702194,0.0427115987460815,0.14811912225705323,0.028213166144200625,0.9341692789968649,0.3773510971786833,0.47257053291536044,0.4130094043887147
3311736200.png,0.17123824451410655,NA,0.5258620689655172,NA,0.37343260188087773,NA,0.6653605015673981,NA
104109140600.png,0.5889498432601881,0.1195141065830721,0.49999999999999994,0.3934169278996865,0.8162225705329152,0.3601097178683385,0.7539184952978055,0.6755485893416927
101545859800.png,0.19553291536050155,NA,0.7664576802507836,NA,0.38048589341692785,NA,0.9623824451410659,NA
18153557100.png,0.5662225705329154,0.14537617554858934,0.003134796238244514,0.017241379310344824,0.7347178683385579,0.3209247648902821,0.20141065830720997,0.24294670846394983
55644635000.png,0.0975705329153605,NA,0.4960815047021943,NA,0.3311128526645768,NA,0.6684952978056425,NA
65833452700.png,0.7237460815047019,0.027037617554858933,0.38557993730407525,0.2617554858934169,0.8463949843260188,0.08503134796238244,0.506269592476489,0.3934169278996865
83273587700.png,0.21982758620689652,0.7856583072100313,0.6387147335423197,0.6786833855799372,0.33973354231974917,0.869514106583072,0.799373040752351,0.9020376175548588
95423195700.png,0.021551724137931032,NA,0.25470219435736674,NA,0.25431034482758624,NA,0.5705329153605014,NA
19252144300.png,0.34600313479623823,0.5905172413793103,0.0438871473354232,0.03056426332288401,0.5607366771159874,0.8303291536050157,0.2656739811912226,0.2876175548589341
51455766700.png,0.2676332288401253,0.6939655172413792,0.1896551724137931,0.32210031347962376,0.41967084639498425,0.857758620689655,0.3824451410658307,0.518025078369906
34416414200.png,0.2825235109717868,0.6869122257053292,0.43887147335423193,0.45924764890282127,0.4768808777429467,0.9102664576802507,0.6677115987460814,0.7068965517241379
35576482000.png,0.5732758620689654,0.1328369905956113,0.2836990595611285,0.4192789968652037,0.7872257053291536,0.3530564263322883,0.5211598746081505,0.6645768025078369
34434464900.png,0.28409090909090906,0.7159090909090908,0.46473354231974917,0.41379310344827586,0.4894200626959247,0.924373040752351,0.689655172413793,0.664576802507837
106236176500.png,0.5685736677115987,0.047413793103448273,0.21238244514106583,0.13636363636363633,0.7605799373040751,0.2644984326018809,0.445141065830721,0.4106583072100313
56685521300.png,0.575626959247649,NA,0.032915360501567396,NA,0.832680250783699,NA,0.3189655172413793,NA
16097880400.png,0.8052507836990596,0.29584639498432597,0.09561128526645768,0.2343260188087774,0.9745297805642633,0.448667711598746,0.32758620689655166,0.43181818181818177
9759129500.png,0.26057993730407525,0.7300156739811913,0.26097178683385575,0.1543887147335423,0.4815830721003134,0.9713949843260188,0.5148902821316614,0.44278996865203757
27738008400.png,0.34443573667711597,0.5889498432601881,0.5572100313479623,0.6199059561128526,0.5497648902821316,0.8311128526645768,0.7648902821316614,0.8800940438871472
29489918600.png,0.5536833855799372,0.08894984326018807,0.47492163009404387,0.4404388714733542,0.7699843260188086,0.31073667711598746,0.7084639498432602,0.7053291536050157
3278624600.png,0.19474921630094041,NA,0.44278996865203757,NA,0.3679467084639498,NA,0.5744514106583072,NA
5219409800.png,NA,0.6014890282131661,NA,0.08228840125391848,NA,0.8389498432601882,NA,0.3510971786833856
5215918200.png,0.22374608150470218,0.6477272727272727,0.13557993730407522,0.2452978056426332,0.45572100313479624,0.8742163009404389,0.390282131661442,0.5039184952978056
91656869500.png,0.1971003134796238,NA,0.2836990595611285,NA,0.4839341692789968,NA,0.4561128526645768,NA
23918805800.png,0.13989028213166144,0.6822100313479623,0.5454545454545454,0.5595611285266457,0.39772727272727276,0.9870689655172413,0.7131661442006269,0.7633228840125391
79019418200.png,0.23785266457680249,NA,0.5352664576802508,NA,0.42045454545454547,NA,0.6684952978056425,NA
38832668200.png,0.6602664576802508,0.1649686520376175,0.33620689655172414,0.11990595611285262,0.9008620689655171,0.42084639498432597,0.60423197492163,0.3996865203761754
5225572000.png,0.22296238244514105,0.6257836990595611,0.36677115987460807,0.585423197492163,0.5019592476489029,0.911833855799373,0.6614420062695925,0.8942006269592475
42656284900.png,0.1508620689655172,0.6641849529780564,0.5744514106583072,0.5564263322884012,0.4141849529780564,0.9455329153605014,0.8675548589341692,0.8863636363636362
61164531500.png,0.2966300940438871,0.6845611285266456,0.1700626959247649,0.1716300940438871,0.5231191222570533,0.9408307210031347,0.4294670846394984,0.45768025078369895
7081770700.png,0.22923197492163006,0.6884796238244514,0.33777429467084635,0.21238244514106583,0.4282915360501567,0.8914576802507836,0.5705329153605014,0.47178683385579934
14109553100.png,0.7315830721003134,0.2629310344827586,0.1543887147335423,0.11755485893416927,0.9839341692789968,0.5043103448275862,0.4568965517241379,0.38557993730407514
94120352000.png,0.29427899686520376,0.259012539184953,0.5862068965517241,0.6880877742946707,0.48863636363636354,0.49333855799373033,0.7037617554858933,0.8369905956112851
84358380600.png,0.19553291536050155,0.6594827586206896,0.2452978056426332,0.12852664576802506,0.3554075235109718,0.8271943573667712,0.43260188087774293,0.347962382445141
76105310100.png,0.6485109717868338,0.131269592476489,0.3095611285266458,0.2311912225705329,0.7621473354231975,0.22844827586206895,0.4012539184952978,0.3448275862068965
37625250000.png,0.25431034482758624,0.6555642633228839,0.24451410658307207,0.18573667711598746,0.4807993730407524,0.9141849529780564,0.4976489028213166,0.4804075235109718
50008434600.png,0.7449059561128526,NA,0.6716300940438871,NA,0.8969435736677116,NA,0.855015673981191,NA
93002102200.png,0.16340125391849528,NA,0.5587774294670846,NA,0.37343260188087773,NA,0.8322884012539185,NA
57650361200.png,0.5144984326018808,0.7519592476489027,0.05916927899686519,0.04231974921630093,0.7037617554858934,0.9447492163009403,0.2981974921630094,0.29388714733542315
55623863000.png,0.14067398119122254,NA,0.2852664576802508,NA,0.34521943573667707,NA,0.44200626959247646,NA
86280187600.png,0.8405172413793103,0.2080721003134796,0.04780564263322884,0.039968652037617555,0.9619905956112851,0.33032915360501564,0.2594043887147336,0.25783699059561127
36591345200.png,0.5920846394984325,0.10775862068965517,0.543103448275862,0.5619122257053292,0.845219435736677,0.3898902821316614,0.8268025078369905,0.8808777429467084
34413447200.png,0.19239811912225704,NA,0.039968652037617555,NA,0.4533699059561128,NA,0.35736677115987453,NA
52583802100.png,0.30133228840125387,0.6469435736677115,0.32601880877742945,0.22492163009404387,0.5348746081504702,0.9181034482758619,0.5752351097178682,0.5211598746081504
5197664300.png,0.13832288401253917,NA,0.13949843260188088,NA,0.4431818181818181,NA,0.49686520376175547,NA
97538980100.png,0.5027429467084639,0.08816614420062695,0.5540752351097178,0.5963949843260188,0.6767241379310345,0.2809561128526646,0.7554858934169277,0.8268025078369905
59089239100.png,0.34208463949843254,NA,0.3957680250783699,NA,0.5215517241379309,NA,0.5360501567398118,NA
17162654600.png,0.259012539184953,NA,0.4263322884012539,NA,0.4439655172413793,NA,0.6567398119122256,NA
37632042800.png,0.30838557993730403,0.6547805642633228,0.3424764890282131,0.347962382445141,0.5003918495297806,0.8640282131661441,0.5564263322884012,0.5909090909090908
59115856700.png,0.11794670846394983,0.6892633228840125,0.7304075235109718,0.768025078369906,0.30446708463949845,0.8969435736677115,0.872257053291536,0.9380877742946708
29510647600.png,0.24490595611285262,0.6955329153605014,0.4741379310344827,0.41849529780564254,0.45258620689655166,0.9079153605015673,0.7021943573667712,0.6794670846394983
36579470000.png,0.5497648902821316,0.20650470219435735,0.3409090909090909,0.195141065830721,0.752742946708464,0.4267241379310344,0.5658307210031347,0.44357366771159873
87330968600.png,0.3028996865203761,0.6688871473354231,0.42241379310344823,0.35736677115987453,0.5254702194357367,0.9024294670846393,0.6520376175548588,0.6230407523510971
37606294200.png,0.2801724137931034,0.6586990595611285,0.47570532915360497,0.46551724137931033,0.4988244514106583,0.9032131661442006,0.7155172413793103,0.7413793103448275
112464686800.png,0.564655172413793,0.09678683385579935,0.5438871473354231,0.5564263322884012,0.8608934169278996,0.42985893416927895,0.860501567398119,0.9177115987460815
72569434200.png,0.22688087774294668,0.5748432601880876,0.7656739811912225,0.7695924764890282,0.4063479623824451,0.765282131661442,0.9717868338557993,0.9898119122257053
3265152000.png,0.36951410658307204,0.7668495297805642,0.65282131661442,0.689655172413793,0.5129310344827586,0.9416144200626958,0.7507836990595611,0.8283699059561128
8641648600.png,0.4651253918495298,0.12108150470219435,0.3181818181818182,0.20141065830721003,0.6681034482758621,0.35227272727272724,0.5250783699059561,0.45141065830721
101531466000.png,0.5348746081504702,0.06308777429467084,0.22884012539184953,0.3181818181818182,0.8287617554858934,0.38048589341692785,0.5329153605015673,0.6590909090909091
13247445900.png,0.21512539184952975,NA,0.12225705329153604,NA,0.4612068965517241,NA,0.4083072100313479,NA
104080485800.png,0.6054075235109718,0.1971003134796238,0.18338557993730403,0.02351097178683385,0.809169278996865,0.4157523510971787,0.4216300940438871,0.286833855799373
71209916400.png,0.5474137931034483,0.10227272727272727,0.1293103448275862,0.08699059561128525,0.7793887147335422,0.35227272727272724,0.390282131661442,0.3769592476489028
6089213200.png,0.21590909090909088,0.42358934169278994,0.6112852664576802,0.6786833855799372,0.4220219435736677,0.6524294670846394,0.8189655172413792,0.9161442006269592
64290413300.png,0.21434169278996862,0.7880094043887147,0.341692789968652,0.2735109717868338,0.38597178683385575,0.9800156739811913,0.47178683385579934,0.42084639498432597
1396454300.png,0.1257836990595611,NA,0.1896551724137931,NA,0.34365203761755486,NA,0.48589341692789956,NA
68984817000.png,0.5795454545454545,0.05760188087774293,0.47648902821316613,0.5587774294670846,0.8624608150470219,0.3820532915360501,0.7789968652037617,0.9075235109717867
104083644000.png,0.6046238244514106,NA,0.3087774294670846,NA,0.9008620689655171,NA,0.65282131661442,NA
23872510000.png,0.6281347962382444,0.06387147335423196,0.36833855799373033,0.2280564263322884,0.88205329153605,0.3561912225705329,0.5360501567398118,0.4294670846394984
65339923800.png,0.2817398119122257,0.7057210031347961,0.311128526645768,0.3526645768025078,0.4925548589341692,0.924373040752351,0.542319749216301,0.6073667711598745
46992242800.png,0.24568965517241376,0.5387931034482758,0.19122257053291536,0.15360501567398116,0.5254702194357367,0.881269592476489,0.4874608150470218,0.5039184952978056
68104482000.png,0.17672413793103445,0.5936520376175548,0.5650470219435736,0.6927899686520376,0.37186520376175547,0.8138714733542318,0.6943573667711598,0.8448275862068965
50443085500.png,0.6876959247648902,0.070141065830721,0.6543887147335422,0.6112852664576802,0.8279780564263323,0.1916144200626959,0.7648902821316614,0.75705329153605
110486902100.png,0.22139498432601878,NA,0.3714733542319749,NA,0.4000783699059561,NA,0.5054858934169278,NA
110507153300.png,0.2527429467084639,0.83346394984326,0.5195924764890282,0.506269592476489,0.4102664576802507,0.9933385579937302,0.6394984326018808,0.6504702194357367
111503393000.png,0.7260971786833855,0.20336990595611282,0.6324451410658307,0.628526645768025,0.9032131661442006,0.3836206896551723,0.8565830721003134,0.8746081504702194
14988460200.png,0.2080721003134796,0.5889498432601881,0.44278996865203757,0.5344827586206896,0.48236677115987464,0.9008620689655171,0.7413793103448275,0.8730407523510971
64320982600.png,0.2644984326018809,NA,0.4263322884012539,NA,0.43691222570532917,NA,0.5532915360501568,NA
64313186500.png,0.18847962382445138,NA,0.5070532915360502,NA,0.3930250783699059,NA,0.6590909090909091,NA
37636061300.png,0.503526645768025,0.14145768025078367,0.4866771159874608,0.4804075235109717,0.7010188087774294,0.35070532915360497,0.6990595611285266,0.7257053291536049
