"image","xmin","ymin","xmax","ymax","label"
"115783959700.jpg",249.96865203761755,497.115987460815,347.0219435736677,624.0752351097178,"inside_plate"
"50464471500.jpg",653.9811912225705,473.41692789968647,709.2789968652037,577.8056426332288,"outside_plate"
"50464471500.jpg",128.08777429467082,438.99686520376173,218.3699059561128,520.8150470219435,"inside_plate"
"72586699500.jpg",530.9717868338557,490.34482758620686,719.4357366771159,720,"outside_plate"
"72586699500.jpg",128.65203761755484,471.7241379310344,306.39498432601874,683.8871473354232,"inside_plate"
"26635251300.jpg",167.0219435736677,556.3636363636363,274.7962382445141,719.9999999999999,"outside_plate"
"26635251300.jpg",371.84952978056424,537.7429467084639,465.5172413793103,683.8871473354232,"inside_plate"
"49999246400.jpg",189.5924764890282,0,297.9310344827586,120.18808777429466,"outside_plate"
"49999246400.jpg",514.0438871473353,88.02507836990594,620.6896551724137,220.06269592476485,"inside_plate"
"21304254000.jpg",157.42946708463947,262.94670846394985,329.5297805642633,459.8746081504702,"outside_plate"
"21304254000.jpg",437.3040752351097,270.84639498432597,600.3761755485893,441.81818181818176,"inside_plate"
"7069507100.jpg",554.6708463949843,468.9028213166144,720,720,"outside_plate"
"7069507100.jpg",82.94670846394983,450.84639498432597,287.21003134796234,698.5579937304075,"inside_plate"
"108287594200.jpg",569.9059561128527,80.12539184952978,716.0501567398119,214.42006269592474,"outside_plate"
"108287594200.jpg",98.74608150470219,229.65517241379308,241.50470219435732,331.2225705329153,"inside_plate"
"76531968000.jpg",75.04702194357365,0.5642633228840125,160.81504702194354,86.33228840125392,"outside_plate"
"76531968000.jpg",554.1065830721003,49.090909090909086,659.6238244514107,209.34169278996865,"inside_plate"
"30543010300.jpg",15.79937304075235,0,170.9717868338558,145.57993730407523,"outside_plate"
"30543010300.jpg",504.45141065830717,129.78056426332287,653.4169278996865,313.16614420062695,"inside_plate"
"88394852800.jpg",121.8808777429467,299.05956112852664,281.0031347962382,483.5736677115987,"outside_plate"
"88394852800.jpg",437.8683385579937,274.23197492163007,580.0626959247649,431.66144200626957,"inside_plate"
"84373485300.jpg",1.6927899686520376,114.54545454545452,120.75235109717867,404.57680250783693,"outside_plate"
"84373485300.jpg",492.60188087774293,189.5924764890282,699.6865203761755,441.81818181818176,"inside_plate"
"86262388700.jpg",58.119122257053284,0,185.0783699059561,158.5579937304075,"outside_plate"
"86262388700.jpg",419.24764890282125,0,532.6645768025078,128.65203761755484,"inside_plate"
"65324241200.jpg",524.2006269592476,441.81818181818176,720,706.4576802507836,"outside_plate"
"65324241200.jpg",103.26018808777428,375.2351097178683,313.73040752351096,613.9184952978055,"inside_plate"
"11094495100.jpg",434.4827586206896,176.05015673981188,611.6614420062695,366.7711598746081,"outside_plate"
"11094495100.jpg",229.09090909090907,218.93416927899685,389.90595611285266,388.2131661442006,"inside_plate"
"97554644300.jpg",157.42946708463947,571.0344827586206,300.75235109717863,718.8714733542319,"outside_plate"
"97554644300.jpg",440.12539184952976,557.4921630094043,559.7492163009404,693.4796238244513,"inside_plate"
"68977914000.jpg",81.2539184952978,303.5736677115987,255.04702194357364,497.115987460815,"outside_plate"
"68977914000.jpg",354.92163009404385,326.1442006269592,510.6583072100313,489.2163009404388,"inside_plate"
"80266415800.jpg",593.6050156739811,389.9059561128526,720,617.3040752351096,"outside_plate"
"80266415800.jpg",96.48902821316614,314.294670846395,247.71159874608148,519.1222570532915,"inside_plate"
"32573708700.jpg",104.95297805642632,286.6457680250783,306.3949843260188,499.373040752351,"outside_plate"
"32573708700.jpg",342.5078369905956,393.2915360501567,524.7648902821317,571.0344827586207,"inside_plate"
"35579558400.jpg",122.44514106583071,471.1598746081504,256.7398119122257,632.539184952978,"outside_plate"
"35579558400.jpg",428.27586206896547,436.73981191222566,558.0564263322883,586.8338557993729,"inside_plate"
"71221896700.jpg",2.8213166144200623,472.28840125391844,184.51410658307208,719.4357366771159,"outside_plate"
"71221896700.jpg",377.49216300940435,477.3667711598746,588.526645768025,716.6144200626959,"inside_plate"
"14087243500.jpg",547.8996865203761,0,720,203.6990595611285,"outside_plate"
"14087243500.jpg",99.31034482758619,0,326.70846394984324,250.53291536050153,"inside_plate"
"20279554700.jpg",167.58620689655172,362.82131661442,336.3009404388714,538.871473354232,"outside_plate"
"20279554700.jpg",437.3040752351097,318.24451410658304,594.7335423197492,485.2664576802507,"inside_plate"
"21317909700.jpg",155.73667711598745,251.66144200626957,332.91536050156736,450.84639498432597,"outside_plate"
"21317909700.jpg",442.3824451410658,244.3260188087774,596.9905956112852,411.9122257053291,"inside_plate"
"68072501700.jpg",495.42319749216296,106.64576802507835,642.6959247648902,208.77742946708463,"outside_plate"
"68072501700.jpg",150.65830721003132,174.35736677115986,281.0031347962382,263.5109717868338,"inside_plate"
"41736573500.jpg",164.20062695924764,19.749216300940436,337.99373040752346,209.90595611285266,"outside_plate"
"41736573500.jpg",400.06269592476485,73.91849529780563,553.5423197492163,236.42633228840123,"inside_plate"
"16122796100.jpg",219.49843260188086,211.5987460815047,325.0156739811912,350.40752351097177,"inside_plate"
"16122796100.jpg",588.526645768025,168.71473354231972,713.2288401253918,338.5579937304075,"inside_plate"
"64297317400.jpg",639.8746081504702,388.2131661442006,720,519.1222570532915,"outside_plate"
"64297317400.jpg",132.0376175548589,333.4796238244514,275.36050156739805,446.8965517241379,"inside_plate"
"35586376200.jpg",462.13166144200625,371.8495297805642,615.6112852664576,539.4357366771158,"outside_plate"
"35586376200.jpg",147.27272727272725,298.4952978056426,292.28840125391844,463.8244514106583,"inside_plate"
"69924049200.jpg",481.31661442006265,0.5642633228840125,648.3385579937303,165.32915360501568,"outside_plate"
"69924049200.jpg",260.6896551724138,0,427.71159874608145,93.66771159874607,"inside_plate"
"97557957100.jpg",524.7648902821317,143.88714733542318,705.8934169278997,376.3636363636363,"outside_plate"
"97557957100.jpg",93.66771159874607,224.01253918495297,278.74608150470215,426.5830721003134,"inside_plate"
"30528756900.jpg",616.1755485893416,0,719.9999999999999,148.9655172413793,"outside_plate"
"30528756900.jpg",227.39811912225704,41.755485893416925,328.9655172413793,182.25705329153604,"inside_plate"
"106246320900.jpg",424.8902821316614,0,550.1567398119122,157.42946708463947,"outside_plate"
"106246320900.jpg",119.05956112852664,89.71786833855799,233.60501567398117,234.1692789968652,"inside_plate"
"14982419100.jpg",190.72100313479623,144.4514106583072,357.74294670846393,327.27272727272725,"inside_plate"
"14982419100.jpg",423.1974921630094,124.70219435736676,612.2257053291536,330.09404388714734,"outside_plate"
"40663942200.jpg",139.9373040752351,241.50470219435735,309.78056426332284,426.0188087774294,"outside_plate"
"40663942200.jpg",376.92789968652033,281.0031347962382,524.2006269592475,438.43260188087766,"inside_plate"
"35592656000.jpg",88.58934169278996,266.3322884012539,248.8401253918495,451.974921630094,"outside_plate"
"35592656000.jpg",422.06896551724134,209.34169278996862,575.5485893416927,381.4420062695924,"inside_plate"
"14985440400.jpg",80.68965517241378,100.43887147335423,326.70846394984324,361.69278996865205,"inside_plate"
"14985440400.jpg",437.3040752351097,0,703.6363636363635,280.4388714733542,"outside_plate"
"37639687400.jpg",493.4482758620689,483.0094043887147,675.7053291536049,697.9937304075235,"outside_plate"
"37639687400.jpg",183.66771159874605,493.1661442006269,352.3824451410658,678.244514106583,"inside_plate"
"25843445400.jpg",180.846394984326,156.30094043887146,284.6708463949843,240.94043887147333,"outside_plate"
"25843445400.jpg",536.3322884012539,132.0376175548589,646.3636363636364,245.45454545454544,"inside_plate"
"27728944500.jpg",140.78369905956112,377.49216300940435,318.52664576802505,564.8275862068965,"outside_plate"
"27728944500.jpg",438.1504702194357,382.57053291536045,642.4137931034483,609.9686520376175,"inside_plate"
"11063459000.jpg",403.7304075235109,0,570.1880877742946,130.3448275862069,"outside_plate"
"11063459000.jpg",256.45768025078365,26.520376175548588,402.60188087774293,185.6426332288401,"inside_plate"
"84383336600.jpg",0,393.8557993730407,144.1692789968652,654.5454545454545,"outside_plate"
"84383336600.jpg",477.0846394984326,334.0438871473354,671.7554858934169,564.8275862068965,"inside_plate"
"39876160100.jpg",207.3667711598746,38.93416927899686,302.7272727272727,196.92789968652033,"inside_plate"
"39876160100.jpg",679.655172413793,48.52664576802508,719.9999999999999,217.2413793103448,"inside_plate"
"76527814800.jpg",679.655172413793,533.7931034482758,719.9999999999999,708.7147335423197,"outside_plate"
"76527814800.jpg",129.49843260188086,542.257053291536,212.44514106583068,701.9435736677115,"inside_plate"
"84377041500.jpg",52.19435736677116,395.5485893416928,219.78056426332287,601.5047021943574,"outside_plate"
"84377041500.jpg",451.128526645768,280.4388714733542,606.8652037617554,459.31034482758616,"inside_plate"
"19257700400.jpg",449.99999999999994,463.82445141065824,624.9216300940438,653.9811912225705,"outside_plate"
"19257700400.jpg",449.99999999999994,463.82445141065824,624.9216300940438,653.9811912225705,"inside_plate"
"32584020700.jpg",121.03448275862068,349.84326018808775,333.1974921630094,580.0626959247649,"outside_plate"
"32584020700.jpg",386.23824451410655,381.44200626959247,576.9592476489028,578.9341692789968,"inside_plate"
"81166554700.jpg",162.22570532915358,202.00626959247646,296.52037617554856,365.64263322884005,"inside_plate"
"81166554700.jpg",528.9968652037617,219.49843260188086,659.9059561128526,400.06269592476485,"outside_plate"
"111516015100.jpg",26.23824451410658,238.6833855799373,173.51097178683384,425.45454545454544,"outside_plate"
"111516015100.jpg",386.80250783699057,258.4326018808777,523.3542319749216,425.4545454545454,"inside_plate"
"102938812500.jpg",146.42633228840123,344.7648902821316,290.8777429467084,520.8150470219434,"inside_plate"
"102938812500.jpg",603.4796238244513,303.5736677115987,719.9999999999999,512.3510971786834,"outside_plate"
"95411941000.jpg",40.90909090909091,487.5235109717868,220.90909090909088,713.2288401253918,"inside_plate"
"95411941000.jpg",639.0282131661442,413.60501567398114,720,685.0156739811912,"outside_plate"
"86283333200.jpg",151.50470219435735,261.2539184952978,293.13479623824446,418.6833855799373,"outside_plate"
"86283333200.jpg",394.13793103448273,215.54858934169278,528.9968652037617,362.82131661442,"inside_plate"
"48803092400.jpg",124.42006269592476,173.22884012539183,272.257053291536,337.42946708463944,"outside_plate"
"48803092400.jpg",387.9310344827586,244.89028213166142,518.8401253918495,388.2131661442006,"inside_plate"
"99183983800.jpg",144.1692789968652,9.0282131661442,310.62695924764887,196.92789968652036,"inside_plate"
"99183983800.jpg",443.7931034482758,0,624.3573667711598,166.45768025078368,"outside_plate"
"8652496300.jpg",137.39811912225704,554.6708463949843,310.06269592476485,719.435736677116,"outside_plate"
"8652496300.jpg",357.4608150470219,549.0282131661442,508.1191222570533,705.3291536050156,"inside_plate"
"8658306400.jpg",377.21003134796234,310.34482758620686,563.4169278996865,498.244514106583,"outside_plate"
"8658306400.jpg",192.41379310344826,244.8902821316614,350.6896551724137,406.2695924764889,"inside_plate"
"93617267200.jpg",357.4608150470219,278.74608150470215,575.8307210031347,408.526645768025,"outside_plate"
"93617267200.jpg",133.44827586206895,328.4012539184953,331.5047021943574,444.63949843260184,"inside_plate"
"95408532300.jpg",75.32915360501566,0,185.92476489028212,143.88714733542318,"outside_plate"
"95408532300.jpg",75.32915360501566,0,185.92476489028212,143.88714733542318,"inside_plate"
"95408532300.jpg",459.02821316614416,69.96865203761755,565.1097178683385,209.34169278996862,"inside_plate"
"8663718900.jpg",103.54231974921629,362.82131661442,313.44827586206895,583.4482758620688,"outside_plate"
"8663718900.jpg",370.4388714733542,370.1567398119122,547.0532915360501,556.3636363636363,"inside_plate"
"116891830900.jpg",133.44827586206895,86.89655172413792,286.9278996865204,260.6896551724138,"inside_plate"
"116891830900.jpg",427.99373040752346,18.0564263322884,589.937304075235,212.7272727272727,"outside_plate"
"75345463400.jpg",14.95297805642633,426.0188087774294,207.3667711598746,574.4200626959247,"inside_plate"
"75345463400.jpg",670.6269592476489,357.74294670846393,720,526.4576802507836,"outside_plate"
"19226479300.jpg",211.8808777429467,166.45768025078368,382.85266457680245,352.6645768025078,"inside_plate"
"19226479300.jpg",471.4420062695924,198.0564263322884,664.9843260188087,410.7836990595611,"outside_plate"
"83283058800.jpg",566.8025078369906,473.41692789968647,633.9498432601881,624.0752351097178,"outside_plate"
"83283058800.jpg",176.8965517241379,443.5109717868338,262.6645768025078,556.3636363636363,"inside_plate"
"46980712400.jpg",393.5736677115987,91.97492163009403,577.5235109717868,287.21003134796234,"outside_plate"
"46980712400.jpg",220.3448275862069,110.59561128526644,381.7241379310344,281.0031347962382,"inside_plate"
"7510638900.jpg",52.75862068965517,380.31347962382443,134.01253918495297,492.60188087774293,"outside_plate"
"7510638900.jpg",535.2037617554859,364.5141065830721,639.0282131661442,451.974921630094,"inside_plate"
"55652198000.jpg",0,352.6645768025078,66.86520376175548,514.0438871473353,"outside_plate"
"55652198000.jpg",507.27272727272725,431.09717868338555,703.3542319749215,574.9843260188086,"inside_plate"
"27741400200.jpg",161.66144200626957,239.8119122257053,353.5109717868338,438.9968652037617,"outside_plate"
"27741400200.jpg",433.63636363636357,138.24451410658307,657.6489028213166,384.2633228840125,"inside_plate"
"51473633500.jpg",110.31347962382443,394.98432601880876,218.08777429467082,524.7648902821317,"outside_plate"
"51473633500.jpg",408.24451410658304,465.5172413793103,512.0689655172414,594.1692789968652,"inside_plate"
"42664648100.jpg",167.86833855799372,0,350.12539184952976,172.10031347962382,"outside_plate"
"42664648100.jpg",293.6990595611285,62.63322884012538,449.99999999999994,222.88401253918494,"inside_plate"
"1365367500.jpg",0,350.40752351097177,110.31347962382443,598.6833855799373,"outside_plate"
"1365367500.jpg",504.16927899686516,334.6081504702194,662.7272727272726,553.5423197492163,"inside_plate"
"92982189400.jpg",641.8495297805642,84.07523510971787,720,341.9435736677116,"outside_plate"
"92982189400.jpg",85.4858934169279,35.54858934169279,258.7147335423197,253.35423197492162,"inside_plate"
"30532192400.jpg",197.7742946708464,517.9937304075235,311.7554858934169,661.8808777429466,"inside_plate"
"30532192400.jpg",580.9090909090909,460.4388714733542,697.1473354231974,630.846394984326,"outside_plate"
"84365474300.jpg",63.4796238244514,384.2633228840125,183.66771159874605,553.5423197492162,"outside_plate"
"84365474300.jpg",431.9435736677116,371.2852664576802,547.6175548589341,521.3793103448276,"inside_plate"
"25820580800.jpg",134.576802507837,310.34482758620686,246.30094043887146,401.1912225705329,"inside_plate"
"25820580800.jpg",563.9811912225705,323.32288401253913,677.962382445141,428.27586206896547,"outside_plate"
"98187957100.jpg",124.42006269592476,13.5423197492163,258.7147335423197,202.00626959247646,"outside_plate"
"98187957100.jpg",434.7648902821316,160.25078369905955,547.6175548589341,282.13166144200625,"inside_plate"
"79050978200.jpg",190.43887147335423,335.17241379310343,304.98432601880876,418.1191222570533,"inside_plate"
"79050978200.jpg",585.9874608150469,240.37617554858932,704.4827586206895,340.81504702194354,"outside_plate"
"102947150500.jpg",81.5360501567398,430.53291536050153,249.68652037617554,653.4169278996865,"inside_plate"
"102947150500.jpg",639.5924764890281,396.67711598746075,719.9999999999999,653.9811912225703,"outside_plate"
"116885430700.jpg",97.89968652037616,497.680250783699,246.30094043887146,662.4451410658307,"inside_plate"
"116885430700.jpg",338.27586206896547,542.257053291536,491.7554858934169,719.9999999999999,"outside_plate"
"3305259300.jpg",134.576802507837,387.6489028213166,278.46394984326014,488.6520376175548,"inside_plate"
"3305259300.jpg",615.3291536050156,300.75235109717863,719.9999999999999,419.81191222570527,"outside_plate"
"7084671600.jpg",524.4827586206897,51.34796238244514,664.9843260188088,222.31974921630092,"outside_plate"
"7084671600.jpg",237.27272727272725,59.24764890282131,368.18181818181813,212.72727272727272,"inside_plate"
"7075603700.jpg",79.84326018808777,228.52664576802505,289.7492163009404,466.6457680250783,"inside_plate"
"7075603700.jpg",567.3667711598746,148.9655172413793,720,414.16927899686516,"outside_plate"
"79011122700.jpg",532.9467084639498,441.25391849529774,651.4420062695924,543.385579937304,"outside_plate"
"79011122700.jpg",144.1692789968652,395.5485893416928,254.76489028213163,479.62382445141066,"inside_plate"
"39879048000.jpg",83.22884012539184,338.5579937304075,257.02194357366767,534.3573667711598,"outside_plate"
"39879048000.jpg",433.63636363636357,310.34482758620686,598.4012539184953,494.2946708463949,"inside_plate"
"7489331300.jpg",104.1065830721003,242.63322884012535,197.77429467084636,329.52978056426326,"inside_plate"
"7489331300.jpg",638.4639498432601,251.09717868338555,700.5329153605015,359.435736677116,"outside_plate"
"95392119400.jpg",0,391.59874608150466,70.25078369905955,662.4451410658306,"outside_plate"
"95392119400.jpg",483.8557993730407,502.1943573667711,662.1630094043887,719.9999999999999,"inside_plate"
"87323419700.jpg",91.69278996865202,394.98432601880876,321.9122257053291,653.4169278996865,"inside_plate"
"87323419700.jpg",459.02821316614416,454.23197492163007,720,720,"outside_plate"
"4265175300.jpg",540.282131661442,0,720,251.66144200626957,"outside_plate"
"4265175300.jpg",136.269592476489,0,357.4608150470219,224.01253918495297,"inside_plate"
"112461952500.jpg",29.623824451410655,0,259.27899686520374,235.8620689655172,"outside_plate"
"112461952500.jpg",368.74608150470215,9.592476489028213,573.0094043887146,227.96238244514103,"inside_plate"
"89505536200.jpg",30.752351097178682,20.31347962382445,271.692789968652,297.3667711598746,"outside_plate"
"89505536200.jpg",447.1786833855797,106.64576802507831,672.6018808777427,340.2507836990595,"inside_plate"
"3311736200.jpg",123.29153605015672,378.6206896551724,268.87147335423197,479.05956112852664,"inside_plate"
"3311736200.jpg",628.871473354232,348.1504702194357,720,471.7241379310344,"outside_plate"
"104109140600.jpg",86.05015673981191,283.2601880877743,259.27899686520374,486.39498432601874,"outside_plate"
"104109140600.jpg",424.0438871473354,359.99999999999994,587.680250783699,542.82131661442,"inside_plate"
"101545859800.jpg",325.2978056426332,608.2758620689655,475.95611285266455,720,"outside_plate"
"101545859800.jpg",140.78369905956112,551.8495297805642,273.94984326018806,692.9153605015674,"inside_plate"
"18153557100.jpg",104.67084639498431,12.413793103448274,231.06583072100312,174.92163009404388,"outside_plate"
"18153557100.jpg",407.680250783699,2.25705329153605,528.9968652037617,145.01567398119118,"inside_plate"
"55644635000.jpg",70.25078369905955,357.1786833855799,238.40125391849529,481.31661442006265,"inside_plate"
"55644635000.jpg",627.7429467084639,387.0846394984326,720,536.0501567398119,"outside_plate"
"65833452700.jpg",19.46708463949843,188.46394984326017,61.222570532915356,283.2601880877743,"outside_plate"
"65833452700.jpg",521.0971786833853,277.61755485893417,609.4043887147335,364.514106583072,"inside_plate"
"83273587700.jpg",565.6739811912225,488.6520376175548,626.0501567398119,649.4670846394984,"outside_plate"
"83273587700.jpg",158.2758620689655,459.8746081504702,244.6081504702194,575.5485893416927,"inside_plate"
"95423195700.jpg",650.3134796238244,106.08150470219435,719.9999999999999,375.23510971786834,"outside_plate"
"95423195700.jpg",15.517241379310343,183.38557993730404,183.10344827586206,410.78369905956106,"inside_plate"
"19252144300.jpg",425.17241379310343,22.006269592476485,597.8369905956113,207.08463949843258,"outside_plate"
"19252144300.jpg",249.12225705329152,31.5987460815047,403.73040752351096,191.28526645768022,"inside_plate"
"51455766700.jpg",499.6551724137931,231.91222570532912,617.5862068965516,372.9780564263323,"outside_plate"
"51455766700.jpg",192.69592476489026,136.55172413793102,302.1630094043887,275.3605015673981,"inside_plate"
"34416414200.jpg",203.4169278996865,315.987460815047,343.3542319749216,480.75235109717863,"inside_plate"
"34416414200.jpg",494.57680250783693,330.6583072100313,655.3918495297805,508.96551724137925,"outside_plate"
"35576482000.jpg",95.64263322884011,301.88087774294667,254.20062695924761,478.49529780564256,"outside_plate"
"35576482000.jpg",412.7586206896551,204.26332288401252,566.8025078369906,375.23510971786834,"inside_plate"
"34434464900.jpg",204.54545454545453,334.6081504702194,352.3824451410658,496.551724137931,"inside_plate"
"34434464900.jpg",515.4545454545454,297.9310344827586,665.5485893416927,478.4952978056426,"outside_plate"
"106236176500.jpg",34.137931034482754,98.18181818181817,190.43887147335423,295.67398119122254,"outside_plate"
"106236176500.jpg",409.3730407523511,152.9153605015674,547.6175548589341,320.5015673981191,"inside_plate"
"60006024200.jpg",468.6206896551724,0,699.9686520376175,198.62068965517238,"outside_plate"
"60006024200.jpg",198.33855799373038,0,418.96551724137925,196.36363636363635,"inside_plate"
"56685521300.jpg",57.83699059561128,0,263.7931034482758,238.11912225705328,"outside_plate"
"56685521300.jpg",414.45141065830717,23.699059561128525,599.5297805642633,229.65517241379308,"inside_plate"
"16097880400.jpg",213.0094043887147,168.71473354231972,323.0407523510971,310.9090909090909,"outside_plate"
"16097880400.jpg",579.7805642633228,68.84012539184953,701.6614420062696,235.8620689655172,"inside_plate"
"9759129500.jpg",187.61755485893414,187.89968652037615,346.73981191222566,370.7210031347962,"inside_plate"
"9759129500.jpg",525.6112852664577,111.15987460815046,699.4043887147335,318.80877742946706,"outside_plate"
"27738008400.jpg",424.0438871473354,446.3322884012539,598.4012539184953,633.667711598746,"outside_plate"
"27738008400.jpg",247.9937304075235,401.1912225705329,395.8307210031347,550.7210031347962,"inside_plate"
"29489918600.jpg",64.04388714733541,317.115987460815,223.73040752351096,507.83699059561127,"outside_plate"
"29489918600.jpg",398.6520376175548,341.9435736677116,554.3887147335422,510.09404388714734,"inside_plate"
"3278624600.jpg",140.2194357366771,318.80877742946706,264.92163009404385,413.60501567398114,"inside_plate"
"3278624600.jpg",589.373040752351,366.2068965517241,719.9999999999999,482.4451410658307,"outside_plate"
